Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),Which of the following best describes your current work status? ,"Do you use any AI-powered tools or features in your work or daily life?  (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search)? ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",Using AI tools influences my emotional state. ,I sometimes feel emotionally flat or neutral after using AI-powered tools. ,I feel more emotionally drained after long or repeated use of AI tools ,AI tools sometimes give me a sense of relief or support when I feel overloaded. ,My mood can shift quickly during or after using AI tools and chats. ,Using AI-powered tools influences how I see myself and my abilities. ,I sometimes question what is genuinely “mine” versus shaped by suggestions from AI tools. ,AI tools affect how authentic my work or ideas feel. ,I sometimes feel less connected to my real self when I rely heavily on AI tools. ,I worry that regular use of AI systems may blur or weaken parts of my identity. ,AI tools influence how creative I feel. ,I rely on AI tools to spark ideas or creative directions. ,My creative work feels less original when AI tools are involved. ,AI tools help me express ideas more clearly or fluidly. ,AI tools make creative work easier but sometimes less meaningful. ,AI systems influence the way I think internally. ,They affect how deeply I engage with my own thoughts. ,They shape what I focus on or pay attention to. ,They influence how I process problems or decisions. ,AI systems affect my sense of meaning or purpose in some tasks. ,I use AI tools to check whether my thoughts or opinions are correct. ,I use AI tools in ways that reinforce my existing beliefs about a topic. ,I rely on AI tools to help me evaluate or question my thinking. ,I rely on digital tools or AI to validate my thinking rather than explore alternative perspectives.  ,AI tools influence how meaningful certain tasks or activities feel. ,Relying on AI systems can make me feel less connected to my core values. ,"AI systems sometimes affect my sense of authenticity in how I think, work, or express myself ",How have AI tools influenced your emotions or inner experience? ,How have AI tools influenced your creativity or originality? ,What is your age group?,Country of residence,Which of the following best describes your gender?
19/11/2025 19:21:08,Yes,651c1d7524852e9f9d614ce3,Employed full time,Yes,Rarely,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,They have not influenced it,They have not influenced it ,45 - 54,UK,Man
19/11/2025 19:21:11,Yes,6725c4a8e3ab0787551acf38,Employed part-time,Yes,Occasionally,2,1,2,3,2,1,2,1,1,2,1,2,3,3,3,1,1,2,2,1,1,3,2,1,1,1,2,"They haven’t really, don’t use 5hem enough, sometime I’m not happy because they don’t give the answer I want",I just gives me ideas,55 - 65,UK,Woman
19/11/2025 19:21:12,Yes,664070b4d08d92e1c904a1e8,Self-employed / freelance,Yes,Everyday,5,4,3,6,4,5,4,5,4,3,4,5,4,6,6,4,4,5,7,5,6,6,6,5,5,4,5,AI tools have deepened my self-awareness and offered clarity in my life,AI tools have really energized my creativity by streamlining routine tasks and freeing space for original thinking.,35 - 44,New Zealand,Man
19/11/2025 19:21:14,Yes,5aca8df5436f550001000d03,Employed full time,Yes,Occasionally,3,4,3,5,2,6,7,7,3,3,6,4,7,3,7,1,2,2,5,3,2,1,2,1,5,6,6,I feel that I'm being lazy getting help from AI to do some of my work. It does most of the work and I just re-write or re-word things. ,"I use it to write things for work, which does reduce my originality. So I don't have to come up with things to say in emails or other reports.",45 - 54,New Zealand,Woman
19/11/2025 19:21:18,Yes,5e0d0d47d62abe49fe4748df,Other,Yes,Very often,4,3,4,6,4,5,4,4,3,3,5,5,3,5,4,4,3,4,5,4,6,5,5,4,4,3,4,I can get an impartial answer to a problem quickly and this means I can perhaps consider different options.,I can ask for suggestions quickly and consider different ways to start a creative project. ,Over 65,UK,Woman
19/11/2025 19:21:19,Yes,69138fc0acb88a6d2a6f8fb8,Employed full time,Yes,Often,2,4,3,5,3,3,1,2,3,2,4,3,4,5,4,2,3,3,4,3,3,2,5,2,2,5,4,sometimes they're useful for examining my emotional state from a new perspective ,"it's a way to express creativity, especially in the early stages when it was pretty crude still",25 - 34,Canada,Man
19/11/2025 19:21:20,Yes,5bb5f664ac45e6000130ab69,Employed part-time,Yes,Occasionally,1,4,3,5,1,2,1,1,3,4,2,2,1,5,4,1,2,2,2,3,3,2,2,4,3,5,3,They are so bland they have no impact ,They are a assistant to my creativity with specific directions rather than doing it all ,35 - 44,UK,Woman
19/11/2025 19:21:20,Yes,67ad21a9ed8136d6c3b73129,Employed part-time,Yes,Sometimes,3,3,1,5,1,2,2,1,1,1,5,3,6,3,6,2,1,1,1,1,1,6,1,3,2,3,3,No I don't believe they have fundamentally influenced my emotions.,If I use AI for a particular project I feel less creative and original over not using AI at all.,25 - 34,Canada,Man
19/11/2025 19:21:21,Yes,59584b6a3bc7aa0001036aa8,Not currently working,No,Occasionally,3,3,1,7,2,7,3,5,5,1,6,7,1,5,2,6,6,6,7,7,6,4,4,2,5,1,3,Sometimes they give me alternate ideas of how to cope with my emotions and anxiety,They hav3 given me ideas of how to start new art projects I was interested in trying including materials I need to start and how to videos on youtube.,45 - 54,UK,Woman
19/11/2025 19:21:24,Yes,67919bb2fbe766f064272e4a,Employed full time,Yes,Very often,3,2,1,6,2,4,4,3,2,2,2,2,3,5,3,2,3,3,3,2,4,4,5,4,3,3,2,They dont,No i mostly use AI to cut google searches ,25 - 34,US,Man
19/11/2025 19:21:24,Yes,67d2184896b0a15484e937da,Employed part-time,No,Very often,2,4,1,1,2,5,2,6,5,3,3,4,4,5,4,2,1,2,2,1,1,4,1,3,4,4,2,I don't think AI tools have affect my emotions or inner experience. ,I think AI have help me brainstorm new ideas I never thoughts about. It may give me a unique perspective I never saw before.,25 - 34,US,Man
19/11/2025 19:21:29,Yes,678f0bb28ec3307e4f1afb78,Not currently working,Yes,Everyday,2,1,1,1,1,1,1,1,1,1,5,5,1,4,2,4,1,1,5,1,6,1,5,1,1,1,1,They have not,I am able to explore ideas in a manner where in areas that I am deficient AI fills the gaps,55 - 65,US,Man
19/11/2025 19:21:29,Yes,676d4af64725f9c2397e5767,Employed part-time,Yes,Occasionally,5,3,4,5,5,5,5,4,4,5,5,5,6,5,5,5,5,5,6,3,5,5,5,5,3,5,4,They give me a different perspective or validate my current perspective on how I’m feeling ,Sometimes it creates something I couldn’t do ,25 - 34,UK,Woman
19/11/2025 19:21:33,Yes,6647f6f3a9dee002df9948c7,Employed part-time,Yes,Rarely,1,1,1,2,1,1,1,2,1,1,1,2,2,4,5,1,1,1,1,1,2,1,1,1,1,1,1,They haven't ,I can explore my creativity and original ideas with AI,35 - 44,US,Man
19/11/2025 19:21:35,Yes,6647d07aa461df21d6344f2b,Not currently working,Yes,Occasionally,2,4,2,2,2,2,4,4,3,2,4,2,4,5,4,2,3,5,4,3,3,3,2,3,2,4,3,I don’t really think about this but can be helpful and can provide factual information based on data set but need to be clear in the question,I would say it has but given a different perspective ,35 - 44,UK,Woman
19/11/2025 19:21:50,Yes,69136c85788a6badf8b4c5a6,Employed full time,Yes,Very often,3,3,3,5,3,5,5,4,3,5,5,5,3,5,4,5,5,3,6,5,3,6,6,3,5,3,5,On days where i heavily rely on ai tools for work it makes me doubt my own skills and whether my ideas are original,AI has helped improve my creativity in the sense that its great for brainstorming or coming up with suggestions on how to improve a creative idea,25 - 34,Canada,Woman
19/11/2025 19:21:58,Yes,5c7ccbfe371d1d0015bcabc0,Not currently working,Yes,Occasionally,2,1,3,4,1,4,1,1,5,7,1,1,6,2,5,1,1,3,4,1,1,2,1,2,5,6,4,No,No,35 - 44,UK,Woman
19/11/2025 19:21:59,Yes,6160c8f657e3c4094b01614a,Employed full time,Yes,Very often,6,4,5,5,5,5,5,4,3,3,4,4,3,5,4,5,4,4,5,3,5,5,5,4,4,3,5,"I can use them like I would a person if nobody is available, they can offer a different perspective when I need to make a decision. ",I can use them to push me through a creative block and not overthink.,35 - 44,UK,Man
19/11/2025 19:21:59,Yes,6229dc51dff340226697778e,Not currently working,No,Occasionally,2,2,4,5,2,3,2,5,2,5,3,2,6,5,6,2,5,4,5,6,3,5,2,5,5,6,6,I don't feel any emotional connection,Feels like cheating.,55 - 65,UK,Man
19/11/2025 19:22:02,Yes,676f05b0832c4a60f2d8ca22,Employed full time,Yes,Often,6,3,2,7,5,6,3,4,2,1,7,7,2,7,2,2,2,4,6,5,4,6,6,4,5,2,2,it has positively influened my emotional experience,absolutely it has enhanced it,25 - 34,UK,Woman
19/11/2025 19:22:03,Yes,663d8f0edfd87b4c1f590b99,Employed full time,Yes,Sometimes,4,4,3,3,3,4,3,4,3,3,3,3,5,4,4,3,3,2,4,3,3,3,4,3,3,4,4,They sometimes affect how I feel depending on the output and the sort of emotional connection they may bring forth.,They may inspire how I write or organize my texts.,25 - 34,US,Man
19/11/2025 19:22:03,Yes,66b5aab290960db431270dc1,Employed full time,Yes,Very often,2,1,1,2,1,1,1,1,1,1,3,4,5,6,6,2,4,3,2,2,2,3,3,2,2,4,3,"Nothing major really. It doesn't influence my emotions or anything like that. It can help with creativity at times, but doesn't effect my emotions in anyway. ","Helps explore other ideas and creative measures. Gives you different visions, can help with visuals and story telling. ",35 - 44,US,Woman
19/11/2025 19:22:04,Yes,60ba71aa8f2ae12d3a595982,Employed full time,Yes,Very often,1,5,6,6,5,6,7,7,6,6,6,4,7,5,5,6,6,6,5,6,6,7,5,4,6,4,6,I feel reliefed and beleive that what ai has to offer is somewhat believable on specific concepts when lessen the workload i have,it reduced my creativity since I am using it to craft and organize my thoughts,18 - 24,US,Woman
19/11/2025 19:22:04,Yes,65cb9cd985602da5198aedc2,Employed full time,Yes,Often,4,5,3,5,4,4,5,6,6,7,5,4,4,5,5,5,6,5,5,6,6,5,5,6,5,4,5,It sometimes makes me feel like I am losing my skills.,I can get help refining my emails and manage my schedule ,25 - 34,US,Woman
19/11/2025 19:22:10,Yes,677d99d7e6122bb726370792,Employed full time,Yes,Sometimes,6,1,7,1,7,1,4,4,1,1,4,2,4,2,5,1,2,4,4,1,6,2,7,1,3,2,2,"It's mainly a work AI, and makes me exceedingly angry and impatient. Very primitive. Other than that, What I have asked them have not affected me emotionally. They are a tool, no more than an encyclopedia on steroids","Nothing so far other than giving me a better understanding of certain systems. I have anticipated all of it's outcomes mostly, regardless of the model. It hasn't yet",45 - 54,US,Woman
19/11/2025 19:22:15,Yes,63ff73ed36feccbe522ca754,Employed part-time,Yes,Occasionally,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,They have no effect whatsoever ,No effect ,45 - 54,UK,Woman
19/11/2025 19:22:16,Yes,5cc53cf3291607001757c712,Other,Yes,Sometimes,1,1,1,2,1,1,4,4,1,1,4,4,4,4,3,1,1,3,4,1,4,5,3,4,1,1,3,Make me pleased when I find a solution to a problem,It has helped,55 - 65,UK,Man
19/11/2025 19:22:18,Yes,673b37eb6fa7b119247ca5aa,Employed full time,Yes,Very often,5,2,1,6,4,4,2,2,1,1,5,5,2,5,1,3,1,1,3,2,4,5,3,2,1,1,1,AI tools has provided a positive influence on my emotions because sometimes I use it as a way to work through my feelings and thoughts to help me better sort through them,It has helped me put my creativity in order. Helped me organize my brainstorming ideas,45 - 54,US,Woman
19/11/2025 19:22:35,Yes,663025c8522376734fa5a4f1,Employed part-time,Yes,Sometimes,6,5,6,7,6,5,6,6,7,6,7,3,7,7,7,5,5,3,5,3,6,6,6,2,2,6,7,"AI tools generally help me recognise my inner experience and sometimes validate me, especially when i am feeling vulnerable. However, i try to remember to have critical thinking when using AI tools and try to figure things out for myself sometimes. ","I dont really like to use AI tools when im trying to be creative or come up with things. I try to use my own mind to do these things. However, I do occasionally use them to AID my creativity, rather than replace it completely. I believe the AI tools can help spur certain ideas of mine",25 - 34,Australia,Woman
19/11/2025 19:22:43,Yes,5e1349de814bba97b490a241,Employed full time,Yes,Occasionally,2,2,2,5,2,3,4,3,1,2,3,1,3,5,3,1,1,4,3,1,1,4,1,1,2,3,1,"They haven’t. Only use them
Minimally usually for minute taking ",They haven’t. Don’t use for creative purposes ,35 - 44,UK,Woman
19/11/2025 19:22:47,Yes,683cb872454bffb744e2608c,Employed full time,Yes,Everyday,2,4,1,4,1,2,4,4,1,5,2,1,6,5,6,1,1,1,2,1,2,1,3,1,1,5,6,Using AI tools has previously made me feel like an imposter,"With the introduction of vibe coding, I have been able to use AI tools for creativity and prototype development for me to continue to work on the code from that basis.",25 - 34,UK,Woman
19/11/2025 19:22:51,Yes,67665f7b0329bd3e30515ad2,Employed full time,Yes,Everyday,2,1,1,6,4,5,6,3,2,7,7,6,1,7,5,6,7,5,7,2,5,1,5,3,7,2,7,It has not affected my emotions as there are no emotional attachments with AI usage,It makes me feel more creative but then i do doubt the originality of my ideas whose generation was aided by AI,35 - 44,UK,Man
19/11/2025 19:22:57,Yes,66f62be3ddc65a4d74c7dafd,Employed part-time,Yes,Everyday,5,1,2,7,4,5,2,4,3,1,4,7,4,7,3,4,1,2,3,2,6,3,7,1,2,1,1,They've given me more hope and confidence in my future and my abilities. I've been able to discover and recognise my strengths and how to use those strengths to achieve my goals. ,"They've helped me sort my abstract ideas into something tangible and that can be understood, described and leveraged. They've influenced my mindset to lean into my creative ideas and explore them for commercial use. ",55 - 65,Australia,Woman
19/11/2025 19:22:58,Yes,6595d2e18750476cd41774f6,Employed full time,Yes,Everyday,2,2,3,4,3,4,3,3,5,3,5,3,3,6,3,4,3,5,5,5,6,6,6,5,5,3,3,AI tools provide extra confidence for me because it could help me to express my idea in a more fluent way,AI tools sometimes sparks my creativity when I brainstorm ideas with them,35 - 44,Australia,Man
19/11/2025 19:23:05,Yes,6567592c14d1295fa4280f34,Employed full time,Yes,Often,3,3,5,4,3,3,3,3,5,4,3,4,4,4,3,4,4,3,4,3,3,3,4,4,4,4,3,They help me feel better when I need ideas to work out problems ,They give me ideas to make things better like cooking recipes ,35 - 44,US,Woman
19/11/2025 19:23:07,Yes,6912f0fc93fc8b7b5684076d,Employed full time,Yes,Occasionally,5,2,2,6,4,4,5,5,6,6,3,7,6,5,6,4,4,2,3,5,1,1,1,3,4,5,5,I find it helpful to generate a draft to collate my thoughts better when overwhelmed at work,enhanced it for great ideas,45 - 54,Australia,Woman
19/11/2025 19:23:07,Yes,6659cee611058745ea3aa101,Employed full time,Yes,Often,2,3,3,5,2,5,3,4,3,3,5,3,3,6,5,3,3,2,4,3,6,4,6,4,3,2,3,Usually positively. They give me clarity on complicated matters sometimes.,"I use them to augment my ideas, rather than to replace them entirely.",25 - 34,Canada,Man
19/11/2025 19:23:08,Yes,656f366a539cf734f6c2bd27,Self-employed / freelance,Yes,Everyday,1,1,2,4,4,1,1,1,1,1,1,4,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,I don't feel as if they have influenced my emotions at all. Other then inducing irritation. ,My creativity is my own and I dont turn to ai for creativity,45 - 54,US,Woman
19/11/2025 19:23:08,Yes,669c975a08c5d509c4494afd,Employed full time,Yes,Often,2,4,2,3,1,1,1,1,5,1,1,1,6,1,6,1,1,1,5,5,3,1,6,5,3,1,5,"I've never used AI tools for emotional purposes, so I don't feel like it has any impact on my emotions or feelings in general.","I've used AI to help clean up images without having to use Photoshop, for example, so I use AI as more of an aid here and there, as opposed to something that thinks or acts totally on my behalf. Basically, it's a helping hand on the side when I need it.",25 - 34,Canada,Woman
19/11/2025 19:23:16,Yes,5d603280c8d0350018a3eacf,Employed full time,Yes,Rarely,4,5,4,6,4,4,5,5,4,3,5,6,4,6,5,5,4,5,5,4,5,4,5,4,5,4,5,AI tools can be helpful and supportive but sometimes make me feel a bit detached.,"AI tools spark ideas and clarify expression, though work can feel slightly less personal.",35 - 44,US,Woman
19/11/2025 19:23:17,Yes,67804329e487d9b33685480c,Student,Yes,Everyday,7,5,1,7,7,7,5,6,5,4,7,5,4,2,4,3,5,6,5,4,4,4,4,4,6,4,4,I love it,It makes it brighter,18 - 24,US,Woman
19/11/2025 19:23:18,Yes,674f9a833a135c9fab6590cb,Student,Yes,Often,2,6,1,5,2,5,5,6,6,5,3,5,5,6,6,2,3,2,6,5,2,3,5,3,6,5,5,"I don't think AI has influenced my emotions much as I treat it more as a tool for knowldge related subjects, not dealing with more human related subjects such as emotions or thought. ","As a not so creativity person, I have used AI to help generate potential ideas and then see if that sparks something in me. I use it as a tool like a stepping stool to get me started.",18 - 24,Canada,Man
19/11/2025 19:23:18,Yes,570157c6917228000d8d4b6a,Employed full time,Yes,Very often,5,1,1,3,1,3,1,1,1,1,5,4,1,7,4,1,1,1,3,1,3,7,7,3,1,1,1,"They make some tasks less stressful, easier to manage but at the same time it's sometimes frustrating when it's not understanding what your asking it.",They help provide ideas or inspiration when I'm stuck.,25 - 34,UK,Man
19/11/2025 19:23:19,Yes,60726683b225d693c1b6ff86,Employed full time,Yes,Everyday,1,1,1,7,4,1,1,5,1,1,3,3,2,5,5,1,1,1,6,1,2,1,1,1,1,1,1,The relieved work related stress by helping with finding answers or creating reports etc,They boosted it by giving me ideas,55 - 65,Australia,Woman
19/11/2025 19:23:34,Yes,672539aa74aa5a08ab440626,Employed full time,Yes,Everyday,4,3,2,6,4,4,2,3,2,4,3,2,6,6,6,2,3,3,2,6,5,2,2,5,5,4,7,"They haven't really changed them but I do feel a relief when they make a task quicker.  On the opposite side, I also feel sad that they 'take over'.  A unique strength for me has always been by quality of writing- reports, letters etc.  Not everyone can do this through AI and it has somewhat taken away a strength of mine because everyone can now do this just as well.",They haven't really- but they have made a lot of things quicker. ,45 - 54,UK,Woman
19/11/2025 19:23:34,Yes,66a506aa490a1eb96dec8195,Employed full time,Yes,Very often,5,1,2,5,1,4,3,5,3,3,6,6,5,7,4,2,3,6,6,3,6,6,6,3,4,2,3,AI tools do not have an effect on my emotions or my inner self. I remain neutral,AI has really helped me to word things in a particular way. I put the hard work in but it gives it the finishing touch. It has enabled me to create some really good work,25 - 34,UK,Woman
19/11/2025 19:23:34,Yes,5a8edb14b093f80001a83682,Employed full time,Yes,Sometimes,4,1,1,6,4,5,1,5,1,1,5,5,4,6,4,4,4,4,4,4,6,6,5,4,5,1,1,I feel pleased and empowered when I am able to get help with my work/presentations etc.,It sometimes helps me to come up with better ideas for the task at hand.,55 - 65,UK,Woman
19/11/2025 19:23:37,Yes,66d40c57f897feb5421947d4,Employed full time,Yes,Often,4,7,3,1,1,2,3,5,4,2,2,1,6,5,5,2,2,2,2,2,1,1,2,1,1,1,2,"It makes me realize that human speech cannot be easily replicated yet, the connection with real people is more genuine.",I think AI is helpful for my creativity since it was not a strong point of mine in the first place.,35 - 44,Canada,Man
19/11/2025 19:23:38,Yes,64dc50476deeba55874411ad,Employed part-time,Yes,Sometimes,2,3,2,7,2,5,7,4,1,1,3,7,5,7,7,2,5,5,3,5,7,7,1,6,3,1,5,Relief ,I sometimes feel unoriginal or dumb when i use it,25 - 34,Australia,Woman
19/11/2025 19:23:39,Yes,677a8e5affbe5673b3a79e6b,Not currently working,No,Occasionally,2,1,2,2,1,3,2,2,1,3,4,2,5,4,5,4,5,3,2,1,5,6,3,5,2,4,5,The lead me to question whether I am actually feeling the right way in situations I had never contemplated before. I try to avoid these thoughts and continue to go with my own instincts.,I try to avoid using AI tools for creative tasks unless specifically required to. I have a fear that using them will begin to make my thinking lazy and lead me to rely on them more than I should.,55 - 65,UK,Man
19/11/2025 19:23:41,Yes,5c01bf7d4c14cf00019ce2a4,Employed full time,Yes,Often,2,3,3,3,2,2,3,4,2,2,5,4,5,3,5,3,3,2,2,3,5,4,5,3,4,2,3,"I don't really chat with AI for personal reasons or anything like that, I mainly just use it to organize certain things, generate and brainstorm ideas when necessary, and for trivial answers. I treat it strictly as a tool, not as a guide or advisor, and I think because of this I don't feel that it really has influenced my emotions in any meaningful way.","It's just streamlined the process. Once again, it's just a tool and a sounding board to generate ideas, but I don't think it encompasses the entire creative process. You still ultimately have ownership and can allow for how much, or how little, AI is involved throughout that process. ",35 - 44,Canada,Man
