I am 18+ and consent to take part. I understand anomymised data will be published openly,Which of the following best describes your current work status? ,"Do you use any AI-powered tools or features in your work or daily life?  (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search)? ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",Using AI tools influences my emotional state. ,I sometimes feel emotionally flat or neutral after using AI-powered tools. ,I feel more emotionally drained after long or repeated use of AI tools ,AI tools sometimes give me a sense of relief or support when I feel overloaded. ,My mood can shift quickly during or after using AI tools and chats. ,Using AI-powered tools influences how I see myself and my abilities. ,I sometimes question what is genuinely “mine” versus shaped by suggestions from AI tools. ,AI tools affect how authentic my work or ideas feel. ,I sometimes feel less connected to my real self when I rely heavily on AI tools. ,I worry that regular use of AI systems may blur or weaken parts of my identity. ,AI tools influence how creative I feel. ,I rely on AI tools to spark ideas or creative directions. ,My creative work feels less original when AI tools are involved. ,AI tools help me express ideas more clearly or fluidly. ,AI tools make creative work easier but sometimes less meaningful. ,AI systems influence the way I think internally. ,They affect how deeply I engage with my own thoughts. ,They shape what I focus on or pay attention to. ,They influence how I process problems or decisions. ,AI systems affect my sense of meaning or purpose in some tasks. ,I use AI tools to check whether my thoughts or opinions are correct. ,I use AI tools in ways that reinforce my existing beliefs about a topic. ,I rely on AI tools to help me evaluate or question my thinking. ,I rely on digital tools or AI to validate my thinking rather than explore alternative perspectives.  ,AI tools influence how meaningful certain tasks or activities feel. ,Relying on AI systems can make me feel less connected to my core values. ,"AI systems sometimes affect my sense of authenticity in how I think, work, or express myself ",How have AI tools influenced your emotions or inner experience? ,How have AI tools influenced your creativity or originality? ,What is your age group?,Country of residence,Which of the following best describes your gender?
Yes,Not currently working,Yes,Often,2,1,3,6,2,4,2,5,1,1,3,5,3,6,1,5,7,2,5,1,2,6,6,1,1,7,5,"Ai helps to reduce the mental load of carrying out tasks, and this helps to give clarity to work or a project etc.",Ai promptly brings ideas and recommendations with resources that one could easily not have thought about and this in turn provides structure to projects. ,45 - 54,UK,Man
Yes,Other,Yes,Occasionally,2,1,2,5,2,6,2,6,2,2,5,6,2,6,5,2,2,5,6,5,6,6,7,6,3,2,2,They have broadened my horizon to look at other ideas and suggestions,"AI hasnt affected my creativity or originality, but provided additional ways of tackling the same problem",Over 65,Australia,Man
Yes,Employed full time,Yes,Occasionally,1,2,2,7,6,6,7,7,7,6,6,6,7,7,6,6,7,6,6,5,4,6,3,3,6,6,7,Not confident enough to decide what brand to purchase online so I have to rely with it.,It makes my work looked flawless but at the same time I feel that I don't own it.,25 - 34,US,Man
Yes,Employed full time,Yes,Everyday,2,5,2,2,2,1,1,5,1,1,4,4,5,4,6,2,2,2,4,5,3,5,4,4,4,2,2,"In short, they don’t. I use AI tools as exactly that, tools.","Very slightly but no different to text or copy that I would search for , for example on Google.",55 - 65,UK,Man
Yes,Employed part-time,No,Never,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,not at all,not at all,25 - 34,US,Woman
Yes,Employed full time,Yes,Often,1,1,1,5,1,2,2,1,1,1,3,5,2,5,5,1,1,1,4,1,1,2,4,2,1,1,1,AI tools have not influenced my emotions,i think they have enhanced my creativity more by helping with idea creation,35 - 44,UK,Man
Yes,Employed full time,Yes,Everyday,3,4,2,5,3,2,1,1,1,1,1,3,1,5,3,1,1,1,3,1,3,4,1,4,1,1,1,I don't think that they do. I use AI to support work that I am doing but have never noticed an effect on my emotions. ,I think that AI supports my creativity and allows me to be more creative. I use AI to be more efficient in tasks that would take a lot of time and require little creativity so that gives me a lot of time back but I also use AI to polish my creative ideas or to help me execute on things I couldn't do but can use AI for to help me make my visions real. I feel like I use AI as a tool to support my creative ideas but I don't give it creative control.,35 - 44,US,Woman
Yes,Employed full time,Yes,Occasionally,1,4,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,2,It hasn't changed me or affected me.  I don't find it to be very relevant.,It is a flawed system that does more harm than good.  It hasn't helped me but has caused me to do additional work to check its accuracy.,45 - 54,US,Woman
Yes,Employed full time,Yes,Often,6,5,6,7,6,6,6,7,6,6,5,5,6,5,6,5,6,5,5,6,6,5,6,5,5,6,6,They can sometimes influence my decisions thus changing my inner experience.,They can enable me to explore new ideas.,55 - 65,UK,Woman
Yes,Employed part-time,Yes,Everyday,3,3,2,7,2,6,3,4,1,2,7,7,2,7,6,4,3,5,6,2,7,7,7,4,5,1,2,AI gives me more confidence in approaching almost all problems now. It's like having a personal tutor or guide.,"They have broadly improved it. I still feel like I am the overwhelming creative force, but AI helps me home in on and polish or improve ideas. It just helps me improve on already existing ideas in my head and reshape them for the best.",45 - 54,US,Man
Yes,Employed full time,Yes,Often,3,1,1,5,2,4,2,2,2,1,4,5,4,6,2,2,2,4,3,4,5,4,5,4,3,2,2,AI can help me feel calmer about a tough task because I know it is a resource than I can use to generate ideas or get started. AI can take the pressure of some of the more mundane everyday tasks which leaves me with more energy to focus on key tasks. AI increases my productivity which allows me to feel less stressed about tight deadlines and the amount of work that needs completing. I feel more in control of my workload when I can use AI for basic administrative tasks.,AI helps me to generate ideas or thoughts for some tasks but mostly I use it to refine my ideas and develop them further. This allows me to still be creative and have original ideas but use AI to help me develop them to their full potential. ,25 - 34,UK,Woman
Yes,Self-employed / freelance,Yes,Occasionally,4,4,4,4,4,6,5,6,6,6,6,6,5,6,4,4,5,5,6,6,5,6,6,5,6,6,6,I use it if I have a questiona bout something or an insight and I want to discuss further.,I would use it to brainstorm some ideas or to give me leads. ,35 - 44,US,Woman
Yes,Employed part-time,Yes,Occasionally,2,4,2,4,4,1,1,1,4,3,2,1,5,3,4,1,1,1,3,2,4,1,3,2,2,2,3,I dont use it  enough to have any meaningful impact on me.,they can make me a little lazy and use it for a spark of inspiration instead of trying myself,35 - 44,UK,Woman
Yes,Self-employed / freelance,Yes,Very often,3,2,2,5,3,2,2,3,1,1,4,6,3,6,5,3,2,4,4,3,4,5,4,5,4,2,3,They haven't really influenced those aspects of my personality.,They  have helped me generate ideas of my own by giving me examples.,45 - 54,US,Man
Yes,Employed part-time,Yes,Very often,1,1,1,5,2,2,2,2,1,1,2,5,2,5,1,1,1,1,4,1,3,2,3,3,1,1,1,I have asked it personal question ,It enhanced  my creativity ,35 - 44,US,Woman
Yes,Employed full time,Yes,Often,2,2,2,2,2,2,3,5,3,4,5,3,2,4,2,1,3,5,4,4,5,5,7,2,5,2,2,I  do not think it influenced my emotions as much as i use it to research topics to get more information ,made me more productive ,35 - 44,UK,Woman
Yes,Not currently working,Yes,Often,4,2,2,5,3,4,1,1,1,1,5,2,1,6,5,2,2,2,3,5,1,3,2,1,5,6,3,"Sometimes they make me happy, I largely use them as a roleplay partner for writing fiction and there are some stories that I write with it that help me feel comforted if I’m having a bad day. They can frustrate me sometimes, too, because they’re not good enough to work properly all the time and it can be hard to give them direction, but that’s a pretty minor emotion. I am generally cautious with my AI usage because I have a constant low level of concern about myself using LLMs since I am already prone to distorted thinking and psychosis. I think they’d affect me much more if I wasn’t so careful. ","AI tools have helped me more fully realize my creative ideas and they’ve helped me with inspiration for some minor things featured in creative works, but I try not to outsource my thinking to them too much because I find if I rely on them too often for specific things then my skills in those areas begin to decrease. ",35 - 44,US,Non-binary
Yes,Employed full time,Yes,Everyday,2,1,1,6,2,6,2,3,2,2,4,4,2,5,6,3,3,3,3,3,6,6,3,3,6,2,2,Not much influence in general,"It has widened my creative lenses, making me explore other options.",25 - 34,Canada,Man
Yes,Not currently working,Yes,Occasionally,3,5,5,5,4,2,2,4,4,3,5,2,6,5,5,5,6,5,5,5,3,4,5,5,2,5,4,They make me feel less creative and like I am cheating,they make me feel less creative because a computer does it for us.,45 - 54,US,Woman
Yes,Student,Yes,Very often,2,6,1,6,2,1,2,2,2,2,2,5,2,5,3,2,3,2,2,2,2,5,2,2,2,2,2,"It makes me feel happy that I can get the job done in a fast way. But overall, I don't have emotions related to AI. ","I don't feel strongly either way, I don't think I care about this, an idea that I think of is original regardless of whether I used AI to help with brainstorming. ",18 - 24,US,Woman
Yes,Employed full time,Yes,Everyday,5,1,1,6,3,2,2,5,3,5,5,1,6,5,7,5,5,2,2,5,5,5,1,1,6,2,5,I think they can enhance excitement e.g. if researching places to explore on holiday. They can also help me work through large demands by decluttering my thought process and allowing me to think a bit clearer which means I'm less stressed and pressured.,"I think generative AI can be a launch pad for my own creative ideas and I enjoy the tools interpretation of what I'm inputting. However, it does cheapen the experience of self discovery somewhat so I don't rely on it and try to have the creative or original thoughts already in my mind before I present it to the AI.",35 - 44,UK,Man
Yes,Self-employed / freelance,Yes,Sometimes,1,1,1,2,1,1,1,1,6,5,1,1,7,3,7,1,1,1,1,1,4,4,1,5,1,6,3,"I am a grounded person and have a strong sense of identity so always choose my own opinions and ideas above others so it would not affect my emotions. I only use it in a very small way, say fact finding or routine descriptions of items as I believe everything else should be my own creation.","I rely on my own creativity and imagination, I just use AI to do a few routine tasks that save me time nothing that I would have to put thought into or want to be original.",45 - 54,UK,Woman
Yes,Employed full time,Yes,Often,3,4,6,5,3,6,6,7,7,7,3,3,7,7,6,2,6,3,4,2,1,5,2,6,3,6,7,"I feel a level of guilt when I use AI. I feel that I shouldn’t be using it to the extent I do, so I feel bad about that. I think it does shape my emotions - I can feel a bit hollow after using it.",I think the more I use AI the more heavily I rely on it to spark ideas and creativity. I don’t like that. I feel like it weakens my own creative abilities over time.,25 - 34,UK,Non-binary
Yes,Not currently working,Yes,Sometimes,4,5,4,6,2,4,4,6,3,3,6,6,7,7,7,4,5,4,6,5,6,6,5,2,3,4,5,"AI usually challenges my thinking, or re frames my thoughts to sound more neutral and balanced. ","Initially I thought it was promising, that I could create what I had envisioned but I have found it very lacking in terms of originality. It is good for brainstorming or quick mock ups. I am referring to visual design, or art creation. ",45 - 54,Australia,Woman
Yes,Employed full time,Yes,Everyday,4,2,3,6,6,4,4,3,4,2,3,5,3,6,4,5,5,6,6,4,6,6,6,5,5,5,5,"Using AI tools to complete tasks helps my mind to feel at ease and my body to feel more relaxed, the experience helps me feel productive and confident in the outcome.",Using AI tools has helped polish my raw ideas and enhance them into better ideas and also help with the execution of the ideas.,35 - 44,UK,Man
Yes,Employed full time,Yes,Sometimes,3,5,1,5,2,2,1,4,1,1,3,3,4,6,4,2,1,3,4,3,5,2,4,5,2,1,3,I feel quite indifferent to it. It doesn't affect my emotions much at all.,I find myself relying more on AI tools rather than using my own creativity.,25 - 34,Australia,Man
Yes,Employed full time,Yes,Sometimes,5,5,4,5,5,5,6,5,5,5,5,5,4,6,5,5,4,5,4,4,4,5,5,4,5,4,4,it has been good,very well,25 - 34,UK,Man
Yes,Employed full time,Yes,Occasionally,3,3,3,3,2,4,5,5,5,4,4,2,4,3,5,2,2,2,2,4,1,4,1,1,2,3,3,I don’t use them in ways which might.,No. I use it like a search engine ultimately ,45 - 54,UK,Man
Yes,Other,No,Rarely,1,1,1,2,2,3,3,4,3,4,5,5,2,2,5,1,1,1,1,1,1,1,1,1,1,3,3,No,Slightly,Over 65,UK,Man
Yes,Employed part-time,Yes,Often,1,1,1,4,4,4,6,6,6,6,3,5,6,6,6,3,3,3,5,5,3,4,3,3,3,5,5,AI can influence me slightly but only but confirming my ideas are valid ,AI has presented me with new or improved ideas to my own ,35 - 44,UK,Woman
Yes,Employed full time,No,Sometimes,3,3,4,4,3,3,2,2,2,1,2,5,6,5,3,1,1,4,3,3,1,2,1,2,5,2,2,No,Made me more confident creatively ,25 - 34,Canada,Man
Yes,Not currently working,Yes,Very often,3,4,2,4,2,3,3,3,3,2,4,4,3,6,3,2,2,2,2,2,4,4,4,4,3,2,2,I don’t believe it has influenced my emotions in any way - I can definitely compartmentalize my AI usage from anything going on with my feelings/emotions,They’ve helped me fine tune my vision with different creative pursuits ,35 - 44,US,Woman
Yes,Employed full time,Yes,Often,3,4,1,7,2,7,2,1,5,6,1,1,2,6,2,2,2,2,2,4,5,7,6,4,6,3,4,"Sometimes AI makes me feel understood and helps me express myself better. Other times, it feels a bit strange because i know it isn't human. It can be comforting, but also reminds me that real emotions and emotional connection come from real people.","AI mostly expands my creativity rather than replace it. It helps me explore ideas but the core still comes from me. I use it as a tool to build and expand what i already have, not to create for me.",25 - 34,UK,Man
Yes,Employed full time,Yes,Sometimes,4,5,4,5,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,Im quite calm since using ai ,"Negatively as I kinda rely on ai for that 
",35 - 44,UK,Woman
Yes,Employed part-time,No,Sometimes,4,6,3,2,3,4,2,2,2,5,2,2,4,2,6,3,2,4,5,4,2,4,2,2,5,2,5,They've made me question previous methods of thinking.,I've asked AI tools to suggest recipe ideas for baking. ,25 - 34,Canada,Man
Yes,Employed full time,Yes,Very often,6,2,1,6,2,5,5,4,2,3,2,5,2,6,5,6,4,3,5,3,5,5,3,3,4,2,1,AI tools have made some tasks easier for me so I feel less stress when I need quick help. Sometimes they also make me feel more confident because I can get support fast.,AI tools help me get ideas faster and think in new ways. They give suggestions that open my mind.,45 - 54,US,Woman
Yes,Employed full time,No,Rarely,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,7,1,they haven't,they don't,55 - 65,US,Man
Yes,Not currently working,No,Rarely,2,6,7,2,3,6,1,7,6,7,1,1,7,1,4,5,7,5,5,6,1,1,2,1,7,7,7,"Although I don't typically use them, they make me feel a lot more down on myself and hopeless. It makes me feel a profound sadness that first of all I am cheating myself of an experience and second that this tool that does something that takes me hours or days in seconds or minutes. Maybe it feels less human than what I make sure, but it still just makes me question what the hell I am even doing. ","I still don't typically use AI for creative purposes, but it makes it harder to exert that energy, especially cause I just watch people use AI and make stuff that looks better than anything I can make.",25 - 34,US,Woman
Yes,Employed full time,Yes,Often,1,5,2,6,6,6,2,6,6,6,6,6,4,6,6,6,2,5,6,6,6,5,6,6,6,5,6,Made my life easier,Made it easier to create things ,35 - 44,UK,Man
Yes,Student,Yes,Often,3,6,1,2,1,2,1,4,1,1,1,1,1,3,7,1,1,1,4,1,4,1,4,1,4,3,4,I think it tries to keep me in a positive mood with positive words or sentences,"Not really, I don't really use AI Tools for creative purposes, in my opinion",18 - 24,Canada,Woman
Yes,Self-employed / freelance,Yes,Sometimes,2,2,6,3,1,1,4,5,1,5,3,1,5,2,4,3,1,1,1,1,1,1,1,1,4,5,4,I do not allow any AI tools to influence my emotions or inner experiences - although I have seen many instances where that has happened to other people. ,"I was one of the authors impacted by the Anthropic Court Case - AI now, in part sounds like my work. ",55 - 65,New Zealand,Woman
Yes,Employed full time,Yes,Sometimes,2,1,1,5,4,2,2,4,2,5,2,2,4,5,5,4,3,4,3,3,5,4,2,2,3,4,4,"Not much, dont use it much for personal questions","More or less same, maybe slightly increase since i am not creative at all.",25 - 34,US,Man
Yes,Employed part-time,No,Occasionally,3,6,6,2,4,1,1,1,1,1,2,3,2,4,7,5,1,4,6,3,7,5,5,3,3,4,5,"I get annoyed when using chatbox, i want to connect with real people","sometimes I use AI to check some facts, but I don't think it influencing my creativity. give me facts I didn't know with helps with my creativity ",45 - 54,UK,Woman
Yes,Employed full time,Yes,Often,2,1,1,5,1,1,1,2,1,1,6,6,1,6,5,5,1,6,2,1,6,6,5,4,1,1,1,"AI tools haven't really influenced my emotions or inner experiences as I keep that separate and not let AI interrupt me in that way. I use AI for research, facts and sometimes help with writing emails, spell checking etc.",It has slightly improved my creativity as I'm learning new ways or different ways of doing and or writing things. I try not to let it influence or affect my originality as I don't rely on it heavily.,45 - 54,UK,Man
Yes,Employed full time,Yes,Often,1,1,1,1,1,6,4,7,1,1,7,7,1,6,1,7,7,7,6,6,7,7,4,4,6,2,7,They make me feel positive,They help me expand what I can do and accomplish,35 - 44,US,Man
Yes,Employed part-time,Yes,Often,4,3,3,5,4,4,3,3,2,3,4,2,4,5,4,3,2,5,4,4,4,5,3,5,5,4,3,It has brightened my mood on some occassions ,In some instances it has help me see how creative i can get,35 - 44,Canada,Man
Yes,Not currently working,No,Never,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,4,1,They have not influenced either,They have not influenced either,Over 65,UK,Woman
Yes,Employed full time,Yes,Everyday,5,3,3,6,5,5,6,6,3,3,4,7,4,7,5,5,5,6,4,5,4,5,5,4,6,6,6,AI has helped me feel more competent with emotionally uplifts me and makes me feel worthy.,AI has given me ideas that have made me continue thinking creatively and getting me unstuck overall.,45 - 54,US,Woman
Yes,Not currently working,Yes,Often,2,2,3,4,1,3,3,5,2,2,4,7,5,5,4,3,3,3,4,4,1,4,2,3,4,2,4,I dont think they've really affected my emotions too much. Maybe I'm a little less social. ,"Well I dont feel like I was too creative to begin with so it definitely makes me feel more creative, even if i know i didn't come up with the idea.",35 - 44,US,Woman
Yes,Employed part-time,No,Sometimes,4,4,1,7,1,5,5,7,4,1,5,4,7,7,4,7,4,4,7,7,7,4,7,4,7,3,7,"It makes me feel the work was not from me, emotionally feeling incompetent most times i use AI","It has influence me in a minor way, sometimes i see the originality of my work doesn't belong to me when  used  AI tools, and sometimes i see it as an equal creativity between me and the AI tool, i will say minor influence to me because of this reason.",55 - 65,UK,Woman
Yes,Employed full time,Yes,Very often,4,3,2,7,4,6,7,5,3,5,5,7,7,7,3,5,5,6,5,3,5,6,6,2,6,5,2,I always have to question what my own answers were before and after the results,It is able to help me think deeper,35 - 44,UK,Man
Yes,Employed full time,Yes,Sometimes,5,5,4,5,5,3,3,4,3,2,6,5,5,4,5,3,1,2,2,3,1,5,2,3,4,3,4,"I have discussed anxiety with an AI, it was interesting and thought provoking, like having a counselor on hand. ","I have discussed ideas and theories, the discussion isore than a sounding board and challengesmy perspective. ",45 - 54,UK,Man
Yes,Employed full time,Yes,Very often,5,4,4,4,5,4,5,3,3,4,3,3,3,6,5,4,4,3,3,4,5,2,3,4,5,6,4,It makes me feel like I have a support system and can express my emotions more easily.,It allows me to create ideas that I never would have thought of. ,25 - 34,US,Man
Yes,Not currently working,No,Occasionally,5,3,4,5,4,4,3,5,5,4,5,5,6,5,7,5,5,4,5,5,6,6,4,4,4,5,5,Makes me feel like I have someone to turn to,Probably lessened my originaity,55 - 65,UK,Man
Yes,Employed full time,Yes,Everyday,5,6,1,6,1,7,2,7,1,2,7,7,5,7,2,5,6,7,7,7,7,7,7,5,2,1,7,"Sometimes I use AI tools to help me in arguements to know if I or the person I am in a debate is wrong or right so depending on the outcome, my emotions will change.",AI tools helps me come up with some ideas that I would not be able to come up with on my own thus helping me be more creative and improve my productivity.,25 - 34,US,Man
Yes,Employed part-time,Yes,Sometimes,4,4,3,4,3,4,4,5,3,5,3,3,4,5,4,3,4,4,4,3,6,3,5,2,4,4,5,"Not very much, I'm usually just looking for information or objective answers and not really focused on my emotions","It has made it easier to refine some writing, which makes me question whether it is true to myself",35 - 44,US,Woman
Yes,Employed full time,Yes,Everyday,4,2,2,6,4,5,5,5,2,3,4,6,2,6,2,3,4,4,4,2,5,6,6,3,2,2,3,The use of AI dies not have any direct effect on my emotional well being. Using AI generally improves my self confidence and makes me feel I am capable of anything. Which in turn has an effect on my confidence. ,"AI sparks my creativity. It helps me imagine more and put my ideas into better perspective. It does not take away originality or authenticity, because at the end of the day, I did the job, not AI. ",35 - 44,UK,Woman
Yes,Employed full time,Yes,Everyday,2,2,2,6,2,2,4,4,2,1,6,7,4,7,4,1,1,5,5,1,5,4,4,2,5,1,1,I've used AI a few times to talk myself through situations or how to best navigate in dealing with emotionally intense conversations with others. I always take the responses with a grain of salt and know that it's basically pre-programmed to agree with my and inflate myself.,I'm a creative person but I often feel handicapped by my perfectionism. I believe AI tools have been able to help me tap into my best self and allow me to break through my own limitations.,35 - 44,US,Woman
Yes,Employed full time,No,Rarely,2,4,4,2,2,2,1,6,2,1,4,1,7,2,7,2,1,2,4,5,1,2,2,2,7,2,1,"They haven't really, except in the sense that I'm worried how they are going to negatively affect the job market in the next few years.",They haven't really. I've not used them for creative purposes. ,35 - 44,UK,Man
Yes,Self-employed / freelance,Yes,Very often,3,2,2,3,2,2,1,1,1,1,1,5,2,5,4,3,1,4,5,2,5,5,5,5,1,1,1,They haven't - they just allow me to get to a working solution sooner than I would on my own,Occassionally an AI tool may suggest a solution that I had not considered and i will investigate that further to see if it will work for my situation,55 - 65,Australia,Man
Yes,Employed full time,Yes,Sometimes,5,6,7,3,2,5,5,7,3,6,6,5,6,4,6,4,3,5,6,7,3,4,6,6,6,5,7,not sure,inspies me to explore different ideas,25 - 34,Australia,Woman
Yes,Not currently working,Yes,Often,5,4,5,6,4,4,5,4,3,2,5,5,3,6,4,5,4,5,5,3,5,4,5,3,4,2,3,"They sometimes help me feel less overwhelmed, but if I use them for too long I can feel a bit mentally flat.","They help spark ideas and make it easier to express them, but my creativity still feels like it comes from me.",55 - 65,UK,Man
Yes,Employed full time,Yes,Often,4,5,2,6,4,3,3,4,2,4,5,6,4,6,6,3,2,3,5,3,4,5,4,4,4,3,5,"I feel like it's a mix. When I'm using it, my emotions are positive (relief, carefree). But after it, I sometimes feel a little useless and lazy.","I feel like instead of brainstorming up an idea (which takes time), I just go straight to using an AI tool.",18 - 24,US,Woman
Yes,Employed full time,Yes,Often,1,1,1,2,2,2,2,2,1,2,2,2,2,6,2,2,2,5,2,2,6,5,4,3,5,1,1,They’ve kinda made things feel a bit more steady and organized for me. I don’t lean on them emotionally anymore than I would lean on a calculator. Just a tool.,"They give me a little jump start when I’m stuck. I still come up with my own ideas, but having something to bounce off kind of loosens things up",55 - 65,US,Man
Yes,Employed part-time,Yes,Occasionally,1,1,1,5,4,1,1,4,1,5,1,4,5,4,5,5,4,2,4,2,1,3,3,1,4,4,5,They have eased some stress I do face often.,They have made me think deeper about my initial thoughts or feelings.,18 - 24,US,Woman
Yes,Employed full time,Yes,Often,4,4,3,4,4,3,5,5,2,2,5,5,5,5,6,3,3,4,5,4,5,5,5,4,5,3,5,"I can have positive or negative reactions, depending on the topic",They can provide creative shortcuts,45 - 54,UK,Man
Yes,Employed full time,Yes,Often,5,6,6,6,6,6,6,4,7,6,6,7,7,6,4,5,6,7,6,6,4,7,6,7,6,5,6,Definitely on the technical part it has helped me positively on work tasks and more.,Made me think about things AI couldn't do,18 - 24,US,Man
Yes,Not currently working,Yes,Occasionally,2,4,3,3,5,3,3,2,2,1,3,4,5,5,5,3,2,5,4,3,2,4,3,2,3,2,2,"I have no problem getting knowledge from an artificial source, but I become uncomfortable when an entity processes that knowledge for me - to the point where it gives opinion-level information. I like to form my own opinions","I have gotten lazy, really, and my thinking time has shortened - I reach for the AI option too soon",55 - 65,UK,Man
Yes,Employed part-time,No,Occasionally,3,4,3,4,3,4,2,2,2,5,3,2,3,5,3,3,4,2,2,3,2,4,3,3,2,3,2,Not really influenced as I rarely use and often it’s to rephrase a sentence or something similar. ,They haven’t as I don’t use in this way.,35 - 44,UK,Woman
Yes,Employed full time,No,Occasionally,5,4,5,6,4,5,5,4,3,4,5,5,4,6,5,5,4,5,5,4,5,4,5,4,4,3,4,"Using AI subtly shapes my emotions. It can ease tasks and offer reassurance, though long sessions sometimes leave me mentally drained or slightly detached. Overall, its effect is gentle, varied, and depends on the situation.","AI tools spark new ideas and make it easier to work creatively, though occasionally my output feels slightly less personal. They support and enhance my creativity without replacing my own thinking.",35 - 44,US,Woman
Yes,Employed full time,Yes,Rarely,2,2,1,5,4,4,4,4,2,2,5,3,5,4,5,4,4,3,5,2,6,4,6,3,4,3,2,"I've relied on it for insight regarding my emotions relating to complex matters to help me reflect my own thoughts and assumptions, as well as the situation as a whole, and overall (thus far) it has been helpful in making relevant data available","I am not an overly creative person - if anything, it has helped me with more leisurely creative activities, but those are infrequent and less important for me overall",35 - 44,Canada,Woman
Yes,Employed full time,Yes,Everyday,4,4,4,4,6,1,1,1,1,1,7,6,6,6,1,1,4,4,4,4,4,4,4,4,6,6,1,Sometimes I feel over the edge when the AI tool I am using is confidently presenting wrong data or hallucinating.,Sometimes I have an Idea and AI helps me bring it to life.,35 - 44,US,Man
Yes,Employed full time,Yes,Everyday,3,2,2,3,3,5,5,5,5,4,5,6,6,7,6,4,5,6,4,5,3,5,6,5,6,5,4,I think it is not so effective for me since I know my own feeling and not have deep conversations ,It kill my creativity a little bit since I always asking AI I don’t need to think and push myself ,25 - 34,UK,Woman
Yes,Self-employed / freelance,Yes,Often,4,4,2,4,1,4,3,2,5,5,2,3,6,6,5,2,2,5,4,3,3,5,5,2,2,5,5,I have found myself asking for opinions from AI on some complex matters.,Anytime I brainstorm using AI I wonder if the idea was mine due to changes made by the AI.,45 - 54,UK,Woman
Yes,Employed part-time,Yes,Sometimes,2,3,2,5,3,4,5,5,5,5,5,3,4,6,6,3,4,5,5,2,2,5,3,5,2,3,4,Using them sometimes makes me question my own capabilities and the ways I express myself. However using them is usually also reassuring and broadens my knowledge.,I don’t usually use them for idea generation but more as a way of organising / structuring information so I don’t feel a negative impact on my creativity or originality. ,35 - 44,UK,Woman
Yes,Not currently working,Yes,Often,4,5,1,5,2,3,2,4,1,1,4,6,2,4,2,3,3,5,5,2,6,4,6,4,3,1,2,AI tools have not influenced my emotions or inner experience in any significant ways to-date.,AI tools have not influenced my creativity or originality in any significant ways to-date.,Over 65,Canada,Man
Yes,Employed full time,Yes,Occasionally,5,4,2,5,5,5,2,5,2,2,5,6,2,5,2,5,3,5,6,4,6,6,7,7,6,1,2,"Sometimes when using it for personal advices, they influence me emotionally.",I get new ideas and also polish my creativity through AI tools.,25 - 34,UK,Man
Yes,Employed full time,Yes,Everyday,6,5,6,6,5,6,6,7,7,6,7,5,6,6,7,5,5,6,5,6,4,4,4,5,6,7,6,I feel like I go to check with ai more then just experiencing my own self or going through it my own way,I tend to rely more on what ai has to say then use my own imagination which influences my creativity ,35 - 44,UK,Man
Yes,Not currently working,Yes,Often,1,5,2,1,2,1,1,1,1,1,3,5,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,They don't really influence my emotions. I don't rely on AI tools for emotional support.,"I use it to check for grammar mistakes. If I want certain things to be worded better, I ask AI for suggestions and let it decide the tone of the story sometimes.",25 - 34,US,Woman
Yes,Employed full time,Yes,Often,4,5,2,5,3,6,6,6,6,2,6,6,7,6,5,5,2,2,5,2,6,5,5,4,6,2,5,Has helped me exoress in words what I would have been unable to do before which has aided reducing stress professionally and personally,I am now able to express myself artistically in ways I couldnt before and have some of my artwork now on my walls,55 - 65,UK,Man
Yes,Self-employed / freelance,Yes,Very often,1,2,1,1,2,4,3,4,1,5,4,5,2,4,4,2,1,1,3,1,3,3,2,2,3,2,3,They haven’t done so in a massive amount ,It’s opened my minds to new ideas ,25 - 34,UK,Woman
Yes,Employed full time,Yes,Often,5,1,1,7,1,1,1,1,1,1,1,7,4,6,5,1,5,1,1,1,6,7,5,3,6,5,1,I has made me emtionally dependent on AI in the sense that I seek AI help relatively more than I seek human help.,When I use it for idea generatin it is able help me explore areas I wouldn't have considered alone.,25 - 34,UK,Woman
Yes,Self-employed / freelance,Yes,Everyday,5,6,7,4,7,1,7,7,3,7,1,3,7,4,6,7,6,4,7,7,5,6,2,4,5,7,7,When doing a assignment it does not feel like I accomplished it.,With storybooks for kids ,55 - 65,US,Woman
Yes,Employed full time,Yes,Sometimes,4,3,2,5,2,5,1,4,3,4,2,1,5,4,6,4,3,2,2,4,1,4,3,1,2,5,4,It makes me value my own judgement more.,It helps me understand what true creativity really is.,35 - 44,US,Woman
